StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
1999-12-10,1999-12-14,Australia,India,Australia,285,Runs,Adelaide,Test # 1476
1999-12-16,1999-12-20,New Zealand,West Indies,New Zealand,9,Wickets,Hamilton,Test # 1477
1999-12-26,1999-12-29,New Zealand,West Indies,New Zealand,105,Innings,Wellington,Test # 1478
1999-12-26,1999-12-30,Australia,India,Australia,180,Runs,Melbourne,Test # 1479
1999-12-26,1999-12-30,South Africa,England,Drawn,NA,NA,Durban,Test # 1480
2000-01-02,2000-01-04,Australia,India,Australia,141,Innings,Sydney,Test # 1481
2000-01-02,2000-01-05,South Africa,England,South Africa,37,Innings,Cape Town,Test # 1482
2000-01-14,2000-01-18,South Africa,England,England,2,Wickets,Centurion,Test # 1483
2000-02-24,2000-02-26,India,South Africa,South Africa,4,Wickets,Mumbai,Test # 1484
2000-02-26,2000-03-01,Pakistan,Sri Lanka,Sri Lanka,2,Wickets,Rawalpindi,Test # 1485
2000-03-02,2000-03-06,India,South Africa,South Africa,71,Innings,Bengaluru,Test # 1486
2000-03-05,2000-03-09,Pakistan,Sri Lanka,Sri Lanka,57,Runs,Peshawar,Test # 1487
2000-03-11,2000-03-15,New Zealand,Australia,Australia,62,Runs,Auckland,Test # 1488
2000-03-12,2000-03-15,Pakistan,Sri Lanka,Pakistan,222,Runs,Karachi,Test # 1489
2000-03-16,2000-03-20,West Indies,Zimbabwe,West Indies,35,Runs,Port of Spain,Test # 1490
2000-03-24,2000-03-27,New Zealand,Australia,Australia,6,Wickets,Wellington,Test # 1491
2000-03-24,2000-03-28,West Indies,Zimbabwe,West Indies,10,Wickets,Kingston,Test # 1492
2000-03-31,2000-04-03,New Zealand,Australia,Australia,6,Wickets,Hamilton,Test # 1493
2000-05-05,2000-05-09,West Indies,Pakistan,Drawn,NA,NA,Georgetown,Test # 1494
2000-05-18,2000-05-21,England,Zimbabwe,England,209,Innings,Lord's,Test # 1495
2000-05-18,2000-05-22,West Indies,Pakistan,Drawn,NA,NA,Bridgetown,Test # 1496
2000-05-25,2000-05-29,West Indies,Pakistan,West Indies,1,wicket,St John's,Test # 1497
2000-06-01,2000-06-05,England,Zimbabwe,Drawn,NA,NA,Nottingham,Test # 1498
2000-06-14,2000-06-17,Sri Lanka,Pakistan,Pakistan,5,Wickets,Colombo (SSC),Test # 1499
2000-06-15,2000-06-17,England,West Indies,West Indies,93,Innings,Birmingham,Test # 1500
2000-06-21,2000-06-24,Sri Lanka,Pakistan,Pakistan,163,Innings,Galle,Test # 1501
2000-06-28,2000-07-02,Sri Lanka,Pakistan,Drawn,NA,NA,Kandy,Test # 1502
2000-06-29,2000-07-01,England,West Indies,England,2,Wickets,Lord's,Test # 1503
2000-07-20,2000-07-23,Sri Lanka,South Africa,Sri Lanka,15,Innings,Galle,Test # 1504
2000-07-30,2000-08-02,Sri Lanka,South Africa,South Africa,7,Runs,Kandy,Test # 1505
2000-08-03,2000-08-07,England,West Indies,Drawn,NA,NA,Manchester,Test # 1506
2000-08-06,2000-08-10,Sri Lanka,South Africa,Drawn,NA,NA,Colombo (SSC),Test # 1507
2000-08-17,2000-08-18,England,West Indies,England,39,Innings,Leeds,Test # 1508
2000-08-31,2000-09-04,England,West Indies,England,158,Runs,The Oval,Test # 1509
2000-09-12,2000-09-16,Zimbabwe,New Zealand,New Zealand,7,Wickets,Bulawayo,Test # 1510
2000-09-19,2000-09-23,Zimbabwe,New Zealand,New Zealand,8,Wickets,Harare,Test # 1511
2000-11-10,2000-11-13,Bangladesh,India,India,9,Wickets,Dhaka,Test # 1512
2000-11-15,2000-11-19,Pakistan,England,Drawn,NA,NA,Lahore,Test # 1513
2000-11-17,2000-11-21,South Africa,New Zealand,South Africa,5,Wickets,Bloemfontein,Test # 1514
2000-11-18,2000-11-22,India,Zimbabwe,India,7,Wickets,Delhi,Test # 1515
2000-11-23,2000-11-25,Australia,West Indies,Australia,126,Innings,Brisbane,Test # 1516
2000-11-25,2000-11-29,India,Zimbabwe,Drawn,NA,NA,Nagpur,Test # 1517
2000-11-29,2000-12-03,Pakistan,England,Drawn,NA,NA,Faisalabad,Test # 1518
2000-11-30,2000-12-04,South Africa,New Zealand,South Africa,7,Wickets,Port Elizabeth,Test # 1519
2000-12-01,2000-12-03,Australia,West Indies,Australia,27,Innings,Perth,Test # 1520
2000-12-07,2000-12-11,Pakistan,England,England,6,Wickets,Karachi,Test # 1521
2000-12-08,2000-12-12,South Africa,New Zealand,Drawn,NA,NA,Johannesburg,Test # 1522
2000-12-15,2000-12-19,Australia,West Indies,Australia,5,Wickets,Adelaide,Test # 1523
2000-12-26,2000-12-30,New Zealand,Zimbabwe,Drawn,NA,NA,Wellington,Test # 1524
2000-12-26,2000-12-29,Australia,West Indies,Australia,352,Runs,Melbourne,Test # 1525
2000-12-26,2000-12-30,South Africa,Sri Lanka,Drawn,NA,NA,Durban,Test # 1526
2001-01-02,2001-01-06,Australia,West Indies,Australia,6,Wickets,Sydney,Test # 1527
2001-01-02,2001-01-04,South Africa,Sri Lanka,South Africa,229,Innings,Cape Town,Test # 1528
2001-01-20,2001-01-22,South Africa,Sri Lanka,South Africa,7,Innings,Centurion,Test # 1529
2001-02-22,2001-02-26,Sri Lanka,England,Sri Lanka,28,Innings,Galle,Test # 1530
2001-02-27,2001-03-01,India,Australia,Australia,10,Wickets,Mumbai,Test # 1531
2001-03-07,2001-03-11,Sri Lanka,England,England,3,Wickets,Kandy,Test # 1532
2001-03-08,2001-03-12,New Zealand,Pakistan,Pakistan,299,Runs,Auckland,Test # 1533
2001-03-09,2001-03-13,West Indies,South Africa,Drawn,NA,NA,Georgetown,Test # 1534
2001-03-11,2001-03-15,India,Australia,India,171,Runs,Kolkata,Test # 1535
2001-03-15,2001-03-19,New Zealand,Pakistan,Drawn,NA,NA,Christchurch,Test # 1536
2001-03-15,2001-03-17,Sri Lanka,England,England,4,Wickets,Colombo (SSC),Test # 1537
2001-03-17,2001-03-21,West Indies,South Africa,South Africa,69,Runs,Port of Spain,Test # 1538
2001-03-18,2001-03-22,India,Australia,India,2,Wickets,Chennai,Test # 1539
2001-03-27,2001-03-30,New Zealand,Pakistan,New Zealand,185,Innings,Hamilton,Test # 1540
2001-03-29,2001-04-02,West Indies,South Africa,Drawn,NA,NA,Bridgetown,Test # 1541
2001-04-06,2001-04-10,West Indies,South Africa,South Africa,82,Runs,St John's,Test # 1542
2001-04-19,2001-04-22,Zimbabwe,Bangladesh,Zimbabwe,32,Innings,Bulawayo,Test # 1543
2001-04-19,2001-04-23,West Indies,South Africa,West Indies,130,Runs,Kingston,Test # 1544
2001-04-26,2001-04-30,Zimbabwe,Bangladesh,Zimbabwe,8,Wickets,Harare,Test # 1545
2001-05-17,2001-05-20,England,Pakistan,England,9,Innings,Lord's,Test # 1546
2001-05-31,2001-06-04,England,Pakistan,Pakistan,108,Runs,Manchester,Test # 1547
2001-06-07,2001-06-10,Zimbabwe,India,India,8,Wickets,Bulawayo,Test # 1548
2001-06-15,2001-06-18,Zimbabwe,India,Zimbabwe,4,Wickets,Harare,Test # 1549
2001-07-05,2001-07-08,England,Australia,Australia,118,Innings,Birmingham,Test # 1550
2001-07-19,2001-07-22,Zimbabwe,West Indies,West Indies,176,Innings,Bulawayo,Test # 1551
2001-07-19,2001-07-22,England,Australia,Australia,8,Wickets,Lord's,Test # 1552
2001-07-27,2001-07-31,Zimbabwe,West Indies,Drawn,NA,NA,Harare,Test # 1553
2001-08-02,2001-08-04,England,Australia,Australia,7,Wickets,Nottingham,Test # 1554
2001-08-14,2001-08-17,Sri Lanka,India,Sri Lanka,10,Wickets,Galle,Test # 1555
2001-08-16,2001-08-20,England,Australia,England,6,Wickets,Leeds,Test # 1556
2001-08-22,2001-08-25,Sri Lanka,India,India,7,Wickets,Kandy,Test # 1557
2001-08-23,2001-08-27,England,Australia,Australia,25,Innings,The Oval,Test # 1558
2001-08-29,2001-09-02,Sri Lanka,India,Sri Lanka,77,Innings,Colombo (SSC),Test # 1559
2001-08-29,2001-08-31,Pakistan,Bangladesh,Pakistan,264,Innings,Multan,Test # 1560
2001-09-06,2001-09-08,Sri Lanka,Bangladesh,Sri Lanka,137,Innings,Colombo (SSC),Test # 1561
2001-09-07,2001-09-11,Zimbabwe,South Africa,South Africa,9,Wickets,Harare,Test # 1562
2001-09-14,2001-09-18,Zimbabwe,South Africa,Drawn,NA,NA,Bulawayo,Test # 1563
2001-11-03,2001-11-06,South Africa,India,South Africa,9,Wickets,Bloemfontein,Test # 1564
2001-11-08,2001-11-12,Australia,New Zealand,Drawn,NA,NA,Brisbane,Test # 1565
2001-11-08,2001-11-12,Bangladesh,Zimbabwe,Drawn,NA,NA,Dhaka,Test # 1566
2001-11-13,2001-11-17,Sri Lanka,West Indies,Sri Lanka,10,Wickets,Galle,Test # 1567
2001-11-15,2001-11-19,Bangladesh,Zimbabwe,Zimbabwe,8,Wickets,Chittagong,Test # 1568
2001-11-16,2001-11-20,South Africa,India,Drawn,NA,NA,Port Elizabeth,Test # 1569
2001-11-21,2001-11-25,Sri Lanka,West Indies,Sri Lanka,131,Runs,Kandy,Test # 1570
2001-11-22,2001-11-26,Australia,New Zealand,Drawn,NA,NA,Hobart,Test # 1571
2001-11-29,2001-12-03,Sri Lanka,West Indies,Sri Lanka,10,Wickets,Colombo (SSC),Test # 1572
2001-11-30,2001-12-04,Australia,New Zealand,Drawn,NA,NA,Perth,Test # 1573
2001-12-03,2001-12-06,India,England,India,10,Wickets,Mohali,Test # 1574
2001-12-11,2001-12-15,India,England,Drawn,NA,NA,Ahmedabad,Test # 1575
2001-12-14,2001-12-18,Australia,South Africa,Australia,246,Runs,Adelaide,Test # 1576
2001-12-18,2001-12-22,New Zealand,Bangladesh,New Zealand,52,Innings,Hamilton,Test # 1577
2001-12-19,2001-12-23,India,England,Drawn,NA,NA,Bengaluru,Test # 1578
2001-12-26,2001-12-29,New Zealand,Bangladesh,New Zealand,74,Innings,Wellington,Test # 1579
2001-12-26,2001-12-29,Australia,South Africa,Australia,9,Wickets,Melbourne,Test # 1580
2001-12-27,2001-12-31,Sri Lanka,Zimbabwe,Sri Lanka,166,Innings,Colombo (SSC),Test # 1581
2002-01-02,2002-01-05,Australia,South Africa,Australia,10,Wickets,Sydney,Test # 1582
2002-01-04,2002-01-07,Sri Lanka,Zimbabwe,Sri Lanka,94,Innings,Kandy,Test # 1583
2002-01-09,2002-01-11,Bangladesh,Pakistan,Pakistan,178,Innings,Dhaka,Test # 1584
2002-01-12,2002-01-15,Sri Lanka,Zimbabwe,Sri Lanka,315,Runs,Galle,Test # 1585
2002-01-16,2002-01-18,Bangladesh,Pakistan,Pakistan,169,Innings,Chittagong,Test # 1586
2002-01-31,2002-02-04,Pakistan,West Indies,Pakistan,170,Runs,Sharjah,Test # 1587
2002-02-07,2002-02-10,Pakistan,West Indies,Pakistan,244,Runs,Sharjah,Test # 1588
2002-02-21,2002-02-25,India,Zimbabwe,India,101,Innings,Nagpur,Test # 1589
2002-02-22,2002-02-24,South Africa,Australia,Australia,360,Innings,Johannesburg,Test # 1590
2002-02-28,2002-03-04,India,Zimbabwe,India,4,Wickets,Delhi,Test # 1591
2002-03-06,2002-03-10,Pakistan,Sri Lanka,Sri Lanka,8,Wickets,Lahore,Test # 1592
2002-03-08,2002-03-12,South Africa,Australia,Australia,4,Wickets,Cape Town,Test # 1593
2002-03-13,2002-03-16,New Zealand,England,England,98,Runs,Christchurch,Test # 1594
2002-03-15,2002-03-18,South Africa,Australia,South Africa,5,Wickets,Durban,Test # 1595
2002-03-21,2002-03-25,New Zealand,England,Drawn,NA,NA,Wellington,Test # 1596
2002-03-30,2002-04-03,New Zealand,England,New Zealand,78,Runs,Auckland,Test # 1597
2002-04-11,2002-04-15,West Indies,India,Drawn,NA,NA,Georgetown,Test # 1598
2002-04-19,2002-04-23,West Indies,India,India,37,Runs,Port of Spain,Test # 1599
2002-05-01,2002-05-03,Pakistan,New Zealand,Pakistan,324,Innings,Lahore,Test # 1600
2002-05-02,2002-05-05,West Indies,India,West Indies,10,Wickets,Bridgetown,Test # 1601
2002-05-10,2002-05-14,West Indies,India,Drawn,NA,NA,St John's,Test # 1602
2002-05-16,2002-05-20,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 1603
2002-05-18,2002-05-22,West Indies,India,West Indies,155,Runs,Kingston,Test # 1604
2002-05-30,2002-06-02,England,Sri Lanka,England,111,Innings,Birmingham,Test # 1605
2002-06-13,2002-06-17,England,Sri Lanka,England,10,Wickets,Manchester,Test # 1606
2002-06-21,2002-06-24,West Indies,New Zealand,New Zealand,204,Runs,Bridgetown,Test # 1607
2002-06-28,2002-07-02,West Indies,New Zealand,Drawn,NA,NA,St George's,Test # 1608
2002-07-21,2002-07-23,Sri Lanka,Bangladesh,Sri Lanka,196,Innings,Colombo (PSS),Test # 1609
2002-07-25,2002-07-29,England,India,England,170,Runs,Lord's,Test # 1610
2002-07-28,2002-07-31,Sri Lanka,Bangladesh,Sri Lanka,288,Runs,Colombo (SSC),Test # 1611
2002-08-08,2002-08-12,England,India,Drawn,NA,NA,Nottingham,Test # 1612
2002-08-22,2002-08-26,England,India,India,46,Innings,Leeds,Test # 1613
2002-09-05,2002-09-09,England,India,Drawn,NA,NA,The Oval,Test # 1614
2002-10-03,2002-10-07,Australia,Pakistan,Australia,41,Runs,Colombo (PSS),Test # 1615
2002-10-09,2002-10-12,India,West Indies,India,112,Innings,Mumbai,Test # 1616
2002-10-11,2002-10-12,Australia,Pakistan,Australia,198,Innings,Sharjah,Test # 1617
2002-10-17,2002-10-20,India,West Indies,India,8,Wickets,Chennai,Test # 1618
2002-10-18,2002-10-21,South Africa,Bangladesh,South Africa,107,Innings,East London,Test # 1619
2002-10-19,2002-10-22,Australia,Pakistan,Australia,20,Innings,Sharjah,Test # 1620
2002-10-25,2002-10-27,South Africa,Bangladesh,South Africa,160,Innings,Potchefstroom,Test # 1621
2002-10-30,2002-11-03,India,West Indies,Drawn,NA,NA,Kolkata,Test # 1622
2002-11-07,2002-11-10,Australia,England,Australia,384,Runs,Brisbane,Test # 1623
2002-11-08,2002-11-10,South Africa,Sri Lanka,South Africa,64,Innings,Johannesburg,Test # 1624
2002-11-09,2002-11-12,Zimbabwe,Pakistan,Pakistan,119,Runs,Harare,Test # 1625
2002-11-15,2002-11-19,South Africa,Sri Lanka,South Africa,3,Wickets,Centurion,Test # 1626
2002-11-16,2002-11-19,Zimbabwe,Pakistan,Pakistan,10,Wickets,Bulawayo,Test # 1627
2002-11-21,2002-11-24,Australia,England,Australia,51,Innings,Adelaide,Test # 1628
2002-11-29,2002-12-01,Australia,England,Australia,48,Innings,Perth,Test # 1629
2002-12-08,2002-12-10,Bangladesh,West Indies,West Indies,310,Innings,Dhaka,Test # 1630
2002-12-12,2002-12-14,New Zealand,India,New Zealand,10,Wickets,Wellington,Test # 1631
2002-12-16,2002-12-18,Bangladesh,West Indies,West Indies,7,Wickets,Chittagong,Test # 1632
2002-12-19,2002-12-22,New Zealand,India,New Zealand,4,Wickets,Hamilton,Test # 1633
2002-12-26,2002-12-30,Australia,England,Australia,5,Wickets,Melbourne,Test # 1634
2002-12-26,2002-12-29,South Africa,Pakistan,South Africa,10,Wickets,Durban,Test # 1635
2003-01-02,2003-01-06,Australia,England,England,225,Runs,Sydney,Test # 1636
2003-01-02,2003-01-05,South Africa,Pakistan,South Africa,142,Innings,Cape Town,Test # 1637
2003-04-10,2003-04-13,West Indies,Australia,Australia,9,Wickets,Georgetown,Test # 1638
2003-04-19,2003-04-23,West Indies,Australia,Australia,118,Runs,Port of Spain,Test # 1639
2003-04-24,2003-04-27,Bangladesh,South Africa,South Africa,60,Innings,Chittagong,Test # 1640
2003-04-25,2003-04-29,Sri Lanka,New Zealand,Drawn,NA,NA,Colombo (PSS),Test # 1641
2003-05-01,2003-05-04,Bangladesh,South Africa,South Africa,18,Innings,Dhaka,Test # 1642
2003-05-01,2003-05-05,West Indies,Australia,Australia,9,Wickets,Bridgetown,Test # 1643
2003-05-03,2003-05-07,Sri Lanka,New Zealand,Drawn,NA,NA,Kandy,Test # 1644
2003-05-09,2003-05-13,West Indies,Australia,West Indies,3,Wickets,St John's,Test # 1645
2003-05-22,2003-05-24,England,Zimbabwe,England,92,Innings,Lord's,Test # 1646
2003-06-05,2003-06-07,England,Zimbabwe,England,69,Innings,Chester-le-Street,Test # 1647
2003-06-20,2003-06-24,West Indies,Sri Lanka,Drawn,NA,NA,Gros Islet,Test # 1648
2003-06-27,2003-06-29,West Indies,Sri Lanka,West Indies,7,Wickets,Kingston,Test # 1649
2003-07-18,2003-07-20,Australia,Bangladesh,Australia,132,Innings,Darwin,Test # 1650
2003-07-24,2003-07-28,England,South Africa,Drawn,NA,NA,Birmingham,Test # 1651
2003-07-25,2003-07-28,Australia,Bangladesh,Australia,98,Innings,Cairns,Test # 1652
2003-07-31,2003-08-03,England,South Africa,South Africa,92,Innings,Lord's,Test # 1653
2003-08-14,2003-08-18,England,South Africa,England,70,Runs,Nottingham,Test # 1654
2003-08-20,2003-08-24,Pakistan,Bangladesh,Pakistan,7,Wickets,Karachi,Test # 1655
2003-08-21,2003-08-25,England,South Africa,South Africa,191,Runs,Leeds,Test # 1656
2003-08-27,2003-08-30,Pakistan,Bangladesh,Pakistan,9,Wickets,Peshawar,Test # 1657
2003-09-03,2003-09-06,Pakistan,Bangladesh,Pakistan,1,wicket,Multan,Test # 1658
2003-09-04,2003-09-08,England,South Africa,England,9,Wickets,The Oval,Test # 1659
2003-10-08,2003-10-12,India,New Zealand,Drawn,NA,NA,Ahmedabad,Test # 1660
2003-10-09,2003-10-13,Australia,Zimbabwe,Australia,175,Innings,Perth,Test # 1661
2003-10-16,2003-10-20,India,New Zealand,Drawn,NA,NA,Mohali,Test # 1662
2003-10-17,2003-10-20,Australia,Zimbabwe,Australia,9,Wickets,Sydney,Test # 1663
2003-10-17,2003-10-21,Pakistan,South Africa,Pakistan,8,Wickets,Lahore,Test # 1664
2003-10-21,2003-10-25,Bangladesh,England,England,7,Wickets,Dhaka,Test # 1665
2003-10-24,2003-10-28,Pakistan,South Africa,Drawn,NA,NA,Faisalabad,Test # 1666
2003-10-29,2003-11-01,Bangladesh,England,England,329,Runs,Chittagong,Test # 1667
2003-11-04,2003-11-08,Zimbabwe,West Indies,Drawn,NA,NA,Harare,Test # 1668
2003-11-12,2003-11-16,Zimbabwe,West Indies,West Indies,128,Runs,Bulawayo,Test # 1669
2003-12-02,2003-12-06,Sri Lanka,England,Drawn,NA,NA,Galle,Test # 1670
2003-12-04,2003-12-08,Australia,India,Drawn,NA,NA,Brisbane,Test # 1671
2003-12-10,2003-12-14,Sri Lanka,England,Drawn,NA,NA,Kandy,Test # 1672
2003-12-12,2003-12-16,Australia,India,India,4,Wickets,Adelaide,Test # 1673
2003-12-12,2003-12-16,South Africa,West Indies,South Africa,189,Runs,Johannesburg,Test # 1674
2003-12-18,2003-12-21,Sri Lanka,England,Sri Lanka,215,Innings,Colombo (SSC),Test # 1675
2003-12-19,2003-12-23,New Zealand,Pakistan,Drawn,NA,NA,Hamilton,Test # 1676
2003-12-26,2003-12-30,New Zealand,Pakistan,Pakistan,7,Wickets,Wellington,Test # 1677
2003-12-26,2003-12-30,Australia,India,Australia,9,Wickets,Melbourne,Test # 1678
2003-12-26,2003-12-29,South Africa,West Indies,South Africa,65,Innings,Durban,Test # 1679
2004-01-02,2004-01-06,Australia,India,Drawn,NA,NA,Sydney,Test # 1680
2004-01-02,2004-01-06,South Africa,West Indies,Drawn,NA,NA,Cape Town,Test # 1681
2004-01-16,2004-01-20,South Africa,West Indies,South Africa,10,Wickets,Centurion,Test # 1682
2004-02-19,2004-02-23,Zimbabwe,Bangladesh,Zimbabwe,183,Runs,Harare,Test # 1683
2004-02-26,2004-03-01,Zimbabwe,Bangladesh,Drawn,NA,NA,Bulawayo,Test # 1684
2004-03-08,2004-03-12,Sri Lanka,Australia,Australia,197,Runs,Galle,Test # 1685
2004-03-10,2004-03-14,New Zealand,South Africa,Drawn,NA,NA,Hamilton,Test # 1686
2004-03-11,2004-03-14,West Indies,England,England,10,Wickets,Kingston,Test # 1687
2004-03-16,2004-03-20,Sri Lanka,Australia,Australia,27,Runs,Kandy,Test # 1688
2004-03-18,2004-03-22,New Zealand,South Africa,New Zealand,9,Wickets,Auckland,Test # 1689
2004-03-19,2004-03-23,West Indies,England,England,7,Wickets,Port of Spain,Test # 1690
2004-03-24,2004-03-28,Sri Lanka,Australia,Australia,121,Runs,Colombo (SSC),Test # 1691
2004-03-26,2004-03-30,New Zealand,South Africa,South Africa,6,Wickets,Wellington,Test # 1692
2004-03-28,2004-04-01,Pakistan,India,India,52,Innings,Multan,Test # 1693
2004-04-01,2004-04-03,West Indies,England,England,8,Wickets,Bridgetown,Test # 1694
2004-04-05,2004-04-08,Pakistan,India,Pakistan,9,Wickets,Lahore,Test # 1695
2004-04-10,2004-04-14,West Indies,England,Drawn,NA,NA,St John's,Test # 1696
2004-04-13,2004-04-16,Pakistan,India,India,131,Innings,Rawalpindi,Test # 1697
2004-05-06,2004-05-08,Zimbabwe,Sri Lanka,Sri Lanka,240,Innings,Harare,Test # 1698
2004-05-14,2004-05-17,Zimbabwe,Sri Lanka,Sri Lanka,254,Innings,Bulawayo,Test # 1699
2004-05-20,2004-05-24,England,New Zealand,England,7,Wickets,Lord's,Test # 1700
2004-05-28,2004-06-01,West Indies,Bangladesh,Drawn,NA,NA,Gros Islet,Test # 1701
2004-06-03,2004-06-07,England,New Zealand,England,9,Wickets,Leeds,Test # 1702
2004-06-04,2004-06-07,West Indies,Bangladesh,West Indies,99,Innings,Kingston,Test # 1703
2004-06-10,2004-06-13,England,New Zealand,England,4,Wickets,Nottingham,Test # 1704
2004-07-01,2004-07-03,Australia,Sri Lanka,Australia,149,Runs,Darwin,Test # 1705
2004-07-09,2004-07-13,Australia,Sri Lanka,Drawn,NA,NA,Cairns,Test # 1706
2004-07-22,2004-07-26,England,West Indies,England,210,Runs,Lord's,Test # 1707
2004-07-29,2004-08-01,England,West Indies,England,256,Runs,Birmingham,Test # 1708
2004-08-04,2004-08-08,Sri Lanka,South Africa,Drawn,NA,NA,Galle,Test # 1709
2004-08-11,2004-08-15,Sri Lanka,South Africa,Sri Lanka,313,Runs,Colombo (SSC),Test # 1710
2004-08-12,2004-08-16,England,West Indies,England,7,Wickets,Manchester,Test # 1711
2004-08-19,2004-08-21,England,West Indies,England,10,Wickets,The Oval,Test # 1712
2004-10-06,2004-10-10,India,Australia,Australia,217,Runs,Bengaluru,Test # 1713
2004-10-14,2004-10-18,India,Australia,Drawn,NA,NA,Chennai,Test # 1714
2004-10-19,2004-10-22,Bangladesh,New Zealand,New Zealand,99,Innings,Dhaka,Test # 1715
2004-10-20,2004-10-24,Pakistan,Sri Lanka,Sri Lanka,201,Runs,Faisalabad,Test # 1716
2004-10-26,2004-10-29,Bangladesh,New Zealand,New Zealand,101,Innings,Chittagong,Test # 1717
2004-10-26,2004-10-29,India,Australia,Australia,342,Runs,Nagpur,Test # 1718
2004-10-28,2004-11-01,Pakistan,Sri Lanka,Pakistan,6,Wickets,Karachi,Test # 1719
2004-11-03,2004-11-05,India,Australia,India,13,Runs,Mumbai,Test # 1720
2004-11-18,2004-11-21,Australia,New Zealand,Australia,156,Innings,Brisbane,Test # 1721
2004-11-20,2004-11-24,India,South Africa,Drawn,NA,NA,Kanpur,Test # 1722
2004-11-26,2004-11-30,Australia,New Zealand,Australia,213,Runs,Adelaide,Test # 1723
2004-11-28,2004-12-02,India,South Africa,India,8,Wickets,Kolkata,Test # 1724
2004-12-10,2004-12-13,Bangladesh,India,India,140,Innings,Dhaka,Test # 1725
2004-12-16,2004-12-19,Australia,Pakistan,Australia,491,Runs,Perth,Test # 1726
2004-12-17,2004-12-20,Bangladesh,India,India,83,Innings,Chittagong,Test # 1727
2004-12-17,2004-12-21,South Africa,England,England,7,Wickets,Port Elizabeth,Test # 1728
2004-12-26,2004-12-29,Australia,Pakistan,Australia,9,Wickets,Melbourne,Test # 1729
2004-12-26,2004-12-30,South Africa,England,Drawn,NA,NA,Durban,Test # 1730
2005-01-02,2005-01-05,Australia,Pakistan,Australia,9,Wickets,Sydney,Test # 1731
2005-01-02,2005-01-06,South Africa,England,South Africa,196,Runs,Cape Town,Test # 1732
2005-01-06,2005-01-10,Bangladesh,Zimbabwe,Bangladesh,226,Runs,Chittagong,Test # 1733
2005-01-13,2005-01-17,South Africa,England,England,77,Runs,Johannesburg,Test # 1734
2005-01-14,2005-01-18,Bangladesh,Zimbabwe,Drawn,NA,NA,Dhaka,Test # 1735
2005-01-21,2005-01-25,South Africa,England,Drawn,NA,NA,Centurion,Test # 1736
2005-03-04,2005-03-05,South Africa,Zimbabwe,South Africa,21,Innings,Cape Town,Test # 1737
2005-03-08,2005-03-12,India,Pakistan,Drawn,NA,NA,Mohali,Test # 1738
